Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-February-2022,399.40,404.75,392.95,404.05,399.298015202702702702,71040,2078,28366131.00,23217,32.68,11.80,4.65
14-February-2022,400.00,402.45,392.00,393.45,398.130194020006595580,72776,1975,28974323.00,25123,34.52,10.45,-6.55
11-February-2022,396.10,404.60,394.65,402.20,399.044186755106584945,170662,3734,68101679.00,66791,39.14,9.95,6.10
10-February-2022,403.10,408.00,401.45,403.85,403.931929790440997714,41134,1296,16615336.00,17856,43.41,6.55,0.75
9-February-2022,404.55,409.10,401.85,407.10,406.673276132677618499,57342,1677,23319459.00,17279,30.13,7.25,2.55
8-February-2022,403.00,410.50,399.60,404.55,406.697209756813186525,381723,9037,155245679.00,183594,48.10,10.90,1.55
7-February-2022,391.60,404.50,391.00,399.95,399.119747611473354892,284799,5477,113668905.00,67862,23.83,13.50,8.35
4-February-2022,392.50,395.50,389.75,391.55,392.725601750547045951,73120,2075,28716096.00,21722,29.71,5.75,-0.95
3-February-2022,388.50,394.15,385.25,392.45,390.025121146856912101,118864,3101,46359946.00,35995,30.28,8.90,3.95
2-February-2022,380.00,389.90,378.20,387.10,386.390337953589783522,160525,4146,62025309.00,48417,30.16,11.70,7.10
1-February-2022,367.70,376.65,366.40,376.10,372.855813024370755093,125150,3933,46662905.00,68298,54.57,10.25,8.40
31-January-2022,369.00,377.20,363.95,367.40,371.395200486026731470,72424,2229,26897926.00,20122,27.78,13.25,-1.60
28-January-2022,360.25,369.25,358.40,363.60,364.392977863982600016,106207,2563,38701085.00,41980,39.53,10.85,3.35
27-January-2022,373.40,373.85,357.00,359.85,362.439756975697569756,111100,2993,40267057.00,17697,15.93,16.85,-13.55
25-January-2022,375.00,377.50,365.95,373.40,374.969521748671807617,783772,4395,293890612.00,64940,8.29,11.55,-1.60
24-January-2022,378.40,379.50,367.65,372.55,371.862619321912967999,440091,4554,163653392.00,83497,18.97,11.85,-5.85
21-January-2022,363.00,382.45,356.05,376.60,374.485728295984821291,312016,6466,116845539.00,81825,26.22,26.40,13.60
20-January-2022,368.00,368.00,361.60,363.90,364.901419417426157106,78342,1527,28587107.00,22619,28.87,6.40,-4.10
19-January-2022,351.00,369.20,351.00,366.95,363.773648055811166513,467290,10933,169987788.00,221696,47.44,18.20,15.95
18-January-2022,358.00,359.15,347.10,348.95,352.852805564581997663,113863,3934,40176879.00,46130,40.51,12.05,-9.05
17-January-2022,363.00,363.00,353.60,357.10,356.433952636792028093,66634,1774,23750620.00,18256,27.40,9.40,-5.90
14-January-2022,370.00,374.20,356.15,357.60,363.584704150655070900,177996,4559,64716623.00,42142,23.68,18.05,-12.40
13-January-2022,366.50,374.00,358.60,370.00,367.110276914481265495,85911,2437,31538811.00,18679,21.74,15.40,3.50
12-January-2022,359.60,365.95,356.55,364.70,360.979507778887914687,49043,1347,17703518.00,15883,32.39,9.40,5.10
11-January-2022,358.05,362.70,357.20,358.45,360.258265197298258087,28130,938,10134065.00,9389,33.38,5.50,0.40
10-January-2022,359.50,359.50,353.80,358.05,356.324035049605329857,69045,1592,24602393.00,28018,40.58,5.70,-1.45
7-January-2022,361.00,362.60,356.65,358.45,359.466750911122099518,54603,1405,19627963.00,15900,29.12,5.95,-2.55
6-January-2022,362.50,363.90,359.40,359.95,361.207763179414490541,36686,996,13251268.00,13822,37.68,4.50,-2.55
5-January-2022,367.70,367.70,360.00,362.75,364.470687463328769802,40904,1072,14908309.00,13336,32.60,7.70,-4.95
4-January-2022,365.00,369.55,358.55,364.15,364.216376085634036164,77259,1891,28138993.00,18404,23.82,11.00,-0.85
3-January-2022,363.10,367.55,362.10,362.60,364.116931918656056587,45240,1164,16472650.00,18168,40.16,5.45,-0.50
31-December-2021,366.50,367.00,361.80,364.60,364.295606982632256918,45026,1138,16402774.00,10902,24.21,5.20,-1.90
30-December-2021,361.45,367.40,359.15,361.15,363.144550808894029555,131414,2615,47722278.00,22361,17.02,8.25,-0.30
29-December-2021,356.00,362.35,354.70,361.50,360.045847134941027149,64606,1442,23261122.00,13988,21.65,7.65,5.50
28-December-2021,360.60,360.60,355.10,355.80,357.543407159412825135,77660,1557,27766821.00,17858,23.00,5.50,-4.80
27-December-2021,356.70,357.95,351.50,356.40,355.002415857338287943,103069,2736,36589744.00,22881,22.20,6.45,-0.30
24-December-2021,364.80,365.55,352.40,354.45,358.559378505453590777,209495,6134,75116397.00,75244,35.92,13.15,-10.35
23-December-2021,363.35,376.00,360.25,374.40,370.170240271029287210,179464,4421,66432232.00,31721,17.68,15.75,11.05
22-December-2021,356.00,365.90,349.90,360.05,358.107905599425699928,66864,1624,23944527.00,12856,19.23,16.00,4.05
21-December-2021,351.00,357.00,349.35,350.20,352.814896391827271409,103515,2101,36521634.00,28584,27.61,7.65,-0.80
20-December-2021,352.95,354.10,343.10,351.75,349.371796992757619205,108804,2803,38013049.00,15452,14.20,11.00,-1.20
17-December-2021,364.25,367.20,349.70,352.95,356.340985376386298949,101890,3888,36307583.00,37163,36.47,17.50,-11.30
16-December-2021,378.95,378.95,361.80,363.20,366.332821824381926683,105570,2160,38673756.00,18229,17.27,17.15,-15.75
15-December-2021,378.10,381.15,373.55,374.75,376.018621656437069030,52788,1143,19849271.00,14432,27.34,7.60,-3.35
14-December-2021,375.20,383.45,373.85,378.05,379.038460957901251339,132498,3390,50221838.00,62182,46.93,9.60,2.85
13-December-2021,373.25,380.45,370.80,378.65,375.267722260110920952,155426,3659,58326361.00,81690,52.56,9.65,5.40
10-December-2021,376.00,377.95,370.20,372.25,373.358125790416087549,79863,1638,29817500.00,14590,18.27,7.75,-3.75
9-December-2021,382.00,385.00,372.05,372.80,376.717544069196850707,200934,4952,75695363.00,52789,26.27,12.95,-9.20
8-December-2021,362.95,387.80,360.90,382.90,377.655955379789515816,229851,4360,86804599.00,64231,27.94,26.90,19.95
7-December-2021,363.00,364.80,357.80,360.15,361.208515794396496747,47042,1297,16991971.00,11001,23.39,7.00,-2.85
6-December-2021,370.00,370.00,358.35,359.25,364.029831432564398971,57959,1442,21098805.00,12671,21.86,11.65,-10.75
3-December-2021,371.90,371.90,365.40,366.80,367.622479016486070227,109729,2341,40338847.00,16443,14.98,6.50,-5.10
2-December-2021,373.60,378.40,363.00,367.25,370.403061264651012681,254078,5694,94111269.00,62297,24.52,15.40,-6.35
1-December-2021,360.40,373.80,358.20,371.25,364.101012167354489824,112432,2743,40936605.00,25178,22.39,15.60,10.85
30-November-2021,361.50,370.60,357.90,360.30,365.617998649370546198,198426,4882,72548117.00,57955,29.21,12.70,-1.20
29-November-2021,365.15,372.00,347.80,364.40,360.166370065096239404,170824,4299,61525060.00,16471,9.64,24.20,-0.75
26-November-2021,359.45,373.40,359.15,362.65,367.512495930101505951,279491,6265,102716435.00,120335,43.06,14.25,3.20
25-November-2021,362.30,364.90,356.40,362.70,360.896518733017820923,78391,2191,28291039.00,27604,35.21,8.50,0.40
24-November-2021,369.10,369.10,359.00,360.00,364.006687009972113124,68491,1249,24931182.00,21643,31.60,10.10,-9.10
23-November-2021,357.70,372.95,351.35,365.75,369.402439794410698725,395935,3662,146259355.00,245638,62.04,21.60,8.05
22-November-2021,367.00,367.00,356.30,357.75,360.722054483156359195,117908,1893,42532016.00,30301,25.70,10.70,-9.25
18-November-2021,376.90,378.00,364.00,366.80,369.307903492663769749,275005,5378,101561520.00,129176,46.97,14.00,-10.10
17-November-2021,370.30,377.45,368.15,376.90,374.459435334341508317,1901125,9805,711894194.00,1717640,90.35,9.30,6.60
16-November-2021,363.95,370.50,360.00,369.40,366.630115239127006083,386761,3053,141798230.00,303463,78.46,10.50,5.45
15-November-2021,346.80,362.50,346.65,361.70,358.182741496955307053,934577,10123,334749352.00,727541,77.85,15.85,14.90
12-November-2021,349.95,349.95,345.05,346.80,346.722537006423280289,79243,1007,27475334.00,31931,40.30,4.90,-3.15
11-November-2021,346.15,348.45,342.75,346.55,346.145883162694657145,58115,1077,20116268.00,10287,17.70,5.70,0.40
10-November-2021,348.90,351.05,346.40,347.85,348.956549594682375134,112381,2293,39216086.00,37422,33.30,4.65,-1.05
9-November-2021,346.55,352.40,346.00,347.05,348.689007249593135079,47313,1110,16497523.00,14826,31.34,6.40,0.50
8-November-2021,348.75,350.15,343.90,348.30,348.277787499924828759,3325740,2845,1158281369.00,3262274,98.09,6.25,-0.45
4-November-2021,350.00,352.15,347.75,348.75,349.811384589359722574,11823,508,4135820.00,6094,51.54,4.40,-1.25
3-November-2021,347.95,350.95,344.00,348.30,347.351062057476051645,72030,1271,25019697.00,21819,30.29,6.95,0.35
2-November-2021,350.60,350.60,343.30,345.50,347.943036834887168049,72187,1094,25116964.00,9971,13.81,7.30,-5.10
1-November-2021,350.00,353.80,346.05,348.15,348.750547836047611932,80316,1598,28010249.00,16338,20.34,7.75,-1.85
29-October-2021,337.65,352.45,335.80,350.75,347.239830390009785191,236071,4291,81973254.00,54761,23.20,16.65,13.10
28-October-2021,339.05,340.75,335.05,337.55,337.760670388666830977,93319,1855,31519488.00,23203,24.86,5.70,-1.50
27-October-2021,333.75,341.55,333.75,337.00,338.025322080974254887,234025,4468,79106376.00,60499,25.85,7.80,3.25
26-October-2021,323.65,335.00,320.20,333.75,329.306908276460898002,123229,2733,40580161.00,34200,27.75,14.80,10.10
25-October-2021,323.95,326.95,314.90,321.25,320.295321767993629388,268734,6969,86074243.00,74208,27.61,12.05,-2.70
22-October-2021,344.40,344.40,322.50,323.95,330.397044536096504326,529054,16350,174797878.00,232211,43.89,21.90,-20.45
21-October-2021,347.55,349.00,338.00,345.10,343.345742577520018453,121388,3006,41678053.00,33403,27.52,11.00,-2.45
20-October-2021,346.85,346.85,340.80,341.75,344.189834233006900348,428674,1442,147545233.00,384129,89.61,6.05,-5.10
19-October-2021,342.05,348.55,339.35,344.25,344.188399018930721499,183881,4861,63289707.00,72254,39.29,9.20,2.20
18-October-2021,347.80,349.50,341.55,342.55,343.555274348391827901,223639,7796,76832358.00,108751,48.63,7.95,-5.25
14-October-2021,353.00,354.45,347.10,347.80,349.845722472370036839,73290,2119,25640193.00,44235,60.36,7.35,-5.20
13-October-2021,362.00,362.00,351.25,352.25,354.462754988502336621,606645,10891,215033058.00,202340,33.35,10.75,-9.75
12-October-2021,360.00,363.80,357.70,358.35,360.293358579102265944,48589,1036,17506294.00,13911,28.63,6.10,-1.65
11-October-2021,356.60,361.95,356.45,360.05,358.888353277200284558,470905,2814,169002320.00,417662,88.69,5.50,3.45
8-October-2021,360.00,363.30,358.25,358.85,360.394462014516165730,43951,947,15839697.00,13351,30.38,5.05,-1.15
7-October-2021,358.60,361.80,357.25,359.65,359.775630598390699893,46107,1009,16588175.00,14395,31.22,4.55,1.05
6-October-2021,364.50,364.50,355.90,356.35,360.065135632551812434,62485,1563,22498670.00,27877,44.61,8.60,-8.15
5-October-2021,365.00,367.20,361.00,361.50,362.622725255215268530,56325,1079,20424725.00,31861,56.57,6.20,-3.50
4-October-2021,368.50,370.40,364.20,364.85,367.768227424749163879,68770,1586,25291421.00,22890,33.28,6.20,-3.65
1-October-2021,363.80,367.20,358.30,365.15,363.314849823403019208,108439,2884,39397499.00,39374,36.31,8.90,1.35
30-September-2021,365.85,369.00,361.20,362.85,365.555501910529292483,72493,1660,26500215.00,21192,29.23,7.80,-3.00
29-September-2021,361.95,366.60,359.95,362.50,364.196551408801324974,98417,2444,35843132.00,44141,44.85,6.65,0.55
28-September-2021,361.35,366.40,358.15,362.05,362.368608058122423005,75427,1478,27332377.00,18310,24.28,8.25,0.70
27-September-2021,353.90,361.80,352.75,357.95,356.761090213579853363,156850,4561,55957977.00,57375,36.58,9.05,4.05
24-September-2021,368.10,370.00,358.10,360.20,361.595359366157328805,58311,1281,21084987.00,26370,45.22,11.90,-7.90
23-September-2021,370.00,371.70,366.50,367.80,367.770617404998763541,460994,2304,169540048.00,410472,89.04,5.20,-2.20
22-September-2021,367.90,368.35,363.50,367.55,365.778233051772489882,59549,1401,21781728.00,13053,21.92,4.85,-0.35
21-September-2021,363.00,369.15,356.10,367.05,363.236636266094420600,186400,4011,67707309.00,71462,38.34,13.05,4.05
20-September-2021,373.85,375.00,359.00,360.50,367.771102396980687643,224157,6824,82438467.00,76553,34.15,16.00,-13.35
17-September-2021,392.00,398.60,370.25,377.45,381.581098720574655816,764562,13613,291742408.00,188714,24.68,28.35,-14.55
16-September-2021,360.00,379.05,356.00,376.90,371.120478402878451784,229012,4241,84991043.00,54488,23.79,23.05,16.90
15-September-2021,357.00,359.95,355.50,357.35,357.791919909812763454,81608,2468,29198683.00,34030,41.70,4.45,0.35
14-September-2021,352.70,356.45,352.70,355.70,354.361140942480347093,46558,925,16498346.00,15643,33.60,3.75,3.00
13-September-2021,352.80,354.85,350.00,353.55,352.403527392620026195,88564,2721,31210266.00,33439,37.76,4.85,0.75
9-September-2021,352.65,356.00,350.20,352.80,352.521080538836342791,69780,2764,24598921.00,29796,42.70,5.80,0.15
8-September-2021,363.00,363.00,353.80,355.60,357.446798416628367259,67451,1826,24110144.00,13248,19.64,9.20,-7.40
7-September-2021,363.90,363.90,354.55,356.70,357.359431568262561326,29555,972,10561758.00,8003,27.08,9.35,-7.20
6-September-2021,365.00,366.05,360.75,361.35,362.669379048822878811,37974,1277,13772007.00,13543,35.66,5.30,-3.65
3-September-2021,359.50,365.70,357.90,363.30,363.003545778155498742,143551,3378,52109522.00,63897,44.51,7.80,3.80
2-September-2021,359.60,359.60,355.20,358.70,357.628969772335947962,41816,1075,14954613.00,13988,33.45,4.40,-0.90
1-September-2021,359.00,359.45,353.00,354.70,355.235249086418326520,69233,1310,24594002.00,17998,26.00,6.45,-4.30
31-August-2021,356.55,360.00,352.15,358.60,355.587012874794780955,46292,1055,16460834.00,16874,36.45,7.85,2.05
30-August-2021,349.50,358.00,348.95,356.55,353.900900511615044247,115712,3586,40950581.00,52453,45.33,9.05,7.05
27-August-2021,339.00,347.80,339.00,346.80,344.366215314938036077,64473,1499,22202323.00,16502,25.60,8.80,7.80
26-August-2021,347.15,349.25,340.05,340.90,344.063083244216806438,88835,3359,30564844.00,35979,40.50,9.20,-6.25
25-August-2021,349.35,349.50,343.80,347.15,346.488024527938996934,88389,3167,30625730.00,27419,31.02,5.70,-2.20
24-August-2021,335.15,351.70,332.45,349.60,344.403799171782861565,173143,3828,59631107.00,32220,18.61,19.25,14.45
23-August-2021,360.00,362.25,327.75,333.05,341.106593836693801493,406243,12742,138572166.00,111116,27.35,34.50,-26.95
20-August-2021,370.05,370.55,353.95,357.55,363.013437960529314352,131642,5675,47787815.00,54691,41.55,16.60,-12.50
18-August-2021,369.90,373.65,368.00,370.05,370.947269666655944760,93267,2664,34597139.00,36009,38.61,5.65,0.15
17-August-2021,367.15,371.20,362.60,366.70,366.602472241498959056,115280,3908,42261933.00,34732,30.13,8.60,-0.45
16-August-2021,371.35,373.00,366.25,367.15,368.628408553024222592,48591,1483,17912023.00,18823,38.74,6.75,-4.20
13-August-2021,375.00,376.95,369.55,371.35,372.946730637942805127,52732,1570,19666227.00,20167,38.24,7.40,-3.65
12-August-2021,375.00,375.70,369.00,374.35,373.636438752323900020,33887,970,12661418.00,10691,31.55,6.70,-0.65
11-August-2021,379.10,379.30,366.20,372.55,370.754068117914986195,157198,6040,58281798.00,58715,37.35,13.10,-6.55
10-August-2021,384.60,384.60,376.00,379.10,380.095380500120221207,66544,2826,25293067.00,26507,39.83,8.60,-5.50
9-August-2021,383.75,385.05,380.00,382.25,382.594375131606654032,75984,2550,29071051.00,33419,43.98,5.05,-1.50
6-August-2021,383.90,386.85,383.00,383.65,384.367482920520678118,35569,952,13671567.00,12899,36.26,3.85,-0.25
5-August-2021,386.00,386.65,381.90,384.05,383.557516697689696704,45665,1132,17515154.00,15703,34.39,4.75,-1.95
4-August-2021,389.70,391.40,383.85,385.55,387.285197219594455641,97252,3164,37664260.00,39840,40.97,7.55,-4.15
3-August-2021,390.00,392.35,388.00,389.85,389.894173579589920175,51112,1235,19928271.00,18419,36.04,4.35,-0.15
2-August-2021,386.55,391.70,385.25,390.00,388.922692176029820090,157746,3553,61350999.00,82359,52.21,6.45,3.45
30-July-2021,384.95,389.00,381.10,386.55,385.965135846700865836,73686,2062,28440227.00,25802,35.02,7.90,1.60
29-July-2021,397.10,403.60,380.05,382.20,387.151488388198721515,257023,4768,99506837.00,61579,23.96,23.55,-14.90
28-July-2021,381.55,383.75,376.95,381.70,380.738121182940118091,118383,3661,45072921.00,38985,32.93,6.80,0.15
27-July-2021,396.20,396.20,378.20,379.60,385.247790334435869165,217680,5159,83860739.00,76310,35.06,18.00,-16.60
26-July-2021,398.00,398.00,389.00,389.45,392.301373867290266004,85525,2104,33551575.00,30479,35.64,9.00,-8.55
23-July-2021,392.00,401.45,387.90,398.15,397.852717768367664298,167196,3312,66519383.00,55691,33.31,13.55,6.15
22-July-2021,405.20,408.00,396.35,402.80,400.794452846950077871,177857,4839,71284099.00,39914,22.44,11.65,-2.40
20-July-2021,411.00,414.00,402.50,404.50,408.438634201346065752,56758,1752,23182160.00,20583,36.26,11.50,-6.50
19-July-2021,409.20,414.30,405.45,411.05,411.760112397956657952,424207,5303,174671522.00,49295,11.62,8.85,1.85
16-July-2021,403.25,413.20,403.05,409.25,409.199372532586400829,181364,3786,74214035.00,66081,36.44,10.15,6.00
15-July-2021,401.90,404.10,395.20,403.15,400.194782215864171968,106252,2574,42521496.00,33822,31.83,8.90,1.25
14-July-2021,388.95,400.25,386.20,399.30,394.469815539407490217,153854,2902,60690759.00,78204,50.83,14.05,10.35
13-July-2021,388.60,388.90,386.10,387.60,387.612730275695591411,39355,1014,15254499.00,13822,35.12,2.80,-1.00
12-July-2021,389.60,390.25,386.20,387.35,388.400796298016432618,236846,1582,91991175.00,17420,7.35,4.05,-2.25
9-July-2021,390.00,390.95,387.00,388.40,388.417964802713702055,252349,6778,98016885.00,44525,17.64,3.95,-1.60
8-July-2021,393.45,393.55,387.25,389.40,390.092751947940748351,46716,1184,18223573.00,20315,43.49,6.30,-4.05
7-July-2021,387.90,394.00,385.05,391.95,390.649846314913493416,149006,4176,58209171.00,58265,39.10,8.95,4.05
6-July-2021,404.00,404.00,388.00,388.95,393.678959328580348197,275476,9292,108449105.00,137119,49.78,16.00,-15.05
5-July-2021,408.90,410.00,402.60,403.40,405.157042889390519187,44300,1368,17948457.00,12528,28.28,7.40,-5.50
2-July-2021,406.15,410.80,406.00,407.90,408.401564134042649934,109965,2614,44909878.00,72426,65.86,4.80,1.75
1-July-2021,404.50,409.80,403.70,406.15,406.724994303941672362,52668,1293,21421392.00,18934,35.95,6.10,1.65
30-June-2021,407.00,410.95,403.40,404.40,406.752470719242776750,50289,1312,20455175.00,13102,26.05,7.55,-2.60
29-June-2021,405.95,410.90,402.00,407.55,407.505518113340976545,186658,4728,76064165.00,125603,67.29,8.90,1.60
28-June-2021,399.00,409.50,397.55,404.20,404.787075302385389233,145427,3081,58866970.00,30452,20.94,11.95,5.20
25-June-2021,399.00,399.75,394.45,396.85,397.534509846907084657,54738,1887,21760244.00,21951,40.10,5.30,-2.15
24-June-2021,400.00,400.70,394.35,395.35,397.794443525715230692,48376,1322,19243704.00,12789,26.44,6.35,-4.65
23-June-2021,405.70,405.70,396.70,397.40,399.175564272180301166,60166,1336,24016797.00,16889,28.07,9.00,-8.30
22-June-2021,408.85,409.00,400.45,401.35,404.302627473519993431,121790,2458,49240017.00,21471,17.63,8.55,-7.50
21-June-2021,394.10,406.00,394.00,405.55,402.014497499213488195,155751,3748,62614160.00,76653,49.22,12.00,11.45
18-June-2021,400.00,402.45,389.15,399.15,395.914843297018523604,327690,7759,129737335.00,68750,20.98,13.30,-0.85
17-June-2021,403.00,406.60,396.05,398.75,401.511642109092799043,76962,1799,30901139.00,29022,37.71,10.55,-4.25
16-June-2021,410.50,411.00,402.55,403.20,405.700557406406543676,123967,3828,50293481.00,51870,41.84,8.45,-7.30
15-June-2021,414.90,415.50,409.05,410.50,412.210115914888121145,61942,2244,25533119.00,15015,24.24,6.45,-4.40
14-June-2021,415.00,415.30,405.10,412.00,411.216015955015719568,72203,1790,29691030.00,27193,37.66,10.20,-3.00
11-June-2021,416.75,420.25,413.00,414.95,416.240914462261597470,151477,3380,63050925.00,50712,33.48,7.25,-1.80
10-June-2021,406.40,415.50,406.40,414.70,411.867743307524044304,230408,4144,94897623.00,61585,26.73,9.10,8.30
9-June-2021,405.00,415.50,400.85,404.40,409.916643322777147360,421238,9934,172672467.00,104945,24.91,14.65,-0.60
8-June-2021,391.00,403.00,390.45,402.35,398.029111659171139803,579012,13553,230463632.00,340634,58.83,12.55,11.35
7-June-2021,384.00,391.90,383.50,389.05,388.266247363887486262,134668,2398,52287039.00,51759,38.43,8.40,5.05
4-June-2021,386.50,387.50,384.00,384.70,385.338912623175751528,128272,3349,49428193.00,68603,53.48,3.50,-1.80
3-June-2021,388.40,388.40,382.85,385.10,384.238241848463523340,204624,5354,78624366.00,86603,42.32,5.55,-3.30
2-June-2021,386.00,389.20,384.65,388.10,387.261259556174420884,147941,3562,57291818.00,71437,48.29,4.55,2.10
1-June-2021,389.20,391.10,385.05,385.95,387.465279453529597386,53873,1526,20873917.00,17615,32.70,6.05,-3.25
31-May-2021,382.25,389.70,382.25,387.60,387.641491523909499028,268638,6048,104135235.00,165255,61.52,7.45,5.35
28-May-2021,382.75,386.00,380.30,382.25,383.600476412661771567,81442,1674,31241190.00,27028,33.19,5.70,-0.50
27-May-2021,384.00,384.50,380.00,381.35,382.256536354581673306,64256,1625,24562276.00,25387,39.51,4.50,-2.65
26-May-2021,383.70,386.50,380.75,382.90,384.088105899913583156,76374,1755,29334345.00,23593,30.89,5.75,-0.80
25-May-2021,384.00,385.60,381.00,381.55,382.977983501374885426,54550,1388,20891449.00,21830,40.02,4.60,-2.45
24-May-2021,382.50,384.55,381.25,383.30,383.031683536651527599,64513,1392,24710523.00,20785,32.22,3.30,0.80
21-May-2021,386.90,386.90,381.50,382.45,383.773717603056412845,87161,3361,33450101.00,45038,51.67,5.40,-4.45
20-May-2021,388.00,389.05,382.30,383.60,385.400652345936348020,51813,1059,19968764.00,20735,40.02,6.75,-4.40
19-May-2021,385.00,387.40,383.05,386.35,385.691769063096776682,51841,1015,19994647.00,18746,36.16,4.35,1.35
18-May-2021,390.00,390.00,384.10,384.95,385.849357205914809092,72496,1362,27972535.00,26989,37.23,5.90,-5.05
17-May-2021,392.10,393.70,384.50,385.70,388.213940767929756378,138945,3642,53940386.00,59835,43.06,9.20,-6.40
14-May-2021,386.40,392.95,386.40,388.95,389.561832775919732441,149500,2303,58239494.00,57532,38.48,6.55,2.55
12-May-2021,389.50,390.50,384.20,385.40,386.960724325178654082,177158,3802,68553188.00,73688,41.59,6.30,-4.10
11-May-2021,382.00,391.60,382.00,387.65,388.021313607543488863,123020,2075,47734382.00,30752,25.00,9.60,5.65
10-May-2021,383.30,387.30,382.40,384.30,385.344801403398528526,114579,2162,44152422.00,38482,33.59,4.90,1.00
7-May-2021,380.00,383.85,379.60,381.10,381.760974259070636749,101123,1719,38604815.00,34464,34.08,4.25,1.10
6-May-2021,384.25,384.25,377.55,379.60,380.238857169709358332,170244,4381,64733384.00,64755,38.04,6.70,-4.65
5-May-2021,375.00,382.45,370.15,381.30,377.464545545789541602,348715,7150,131627549.00,136890,39.26,12.30,6.30
4-May-2021,381.50,382.30,372.60,373.50,376.446281840997569314,253015,7777,95246556.00,115941,45.82,9.70,-8.00
3-May-2021,382.50,382.50,375.15,378.50,378.117557719906923602,143538,2665,54274238.00,43804,30.52,7.35,-4.00
30-April-2021,392.00,392.00,378.00,379.65,383.017286673645002107,588488,14513,225401077.00,256980,43.67,14.00,-12.35
29-April-2021,387.20,402.10,386.00,393.95,396.130860197098313168,724613,12044,287041571.00,222133,30.66,16.10,6.75
28-April-2021,398.20,399.80,387.60,390.95,391.294403609635397714,480935,9687,188187174.00,149700,31.13,12.20,-7.25
27-April-2021,395.80,399.05,392.40,398.20,395.313608045514349395,166453,3366,65801136.00,48972,29.42,6.65,2.40
26-April-2021,401.95,401.95,395.00,395.60,397.474002702543916338,102126,1602,40592430.00,29911,29.29,6.95,-6.35
23-April-2021,398.00,403.30,396.00,397.40,398.823169368033240345,169914,4314,67765640.00,73730,43.39,7.30,-0.60
22-April-2021,403.80,404.35,398.65,399.50,401.366174360241964831,145641,2262,58455371.00,40643,27.91,5.70,-4.30
20-April-2021,406.55,410.30,398.00,401.10,403.378102951138073457,166817,4113,67290325.00,78686,47.17,12.30,-5.45
19-April-2021,415.00,415.00,399.70,406.50,405.222633706550357703,150404,3126,60947105.00,44862,29.83,15.30,-8.50
16-April-2021,403.85,418.50,399.70,412.80,409.269852504918237553,192142,4089,78637928.00,81113,42.22,18.80,8.95
15-April-2021,412.70,412.70,399.90,404.50,403.973401923622392408,77562,1908,31332985.00,24897,32.10,12.80,-8.20
13-April-2021,404.00,412.10,401.55,406.90,406.691558643360796690,144799,1633,58888531.00,51806,35.78,10.55,2.90
12-April-2021,418.00,420.45,400.95,404.10,411.603367451106812808,297792,6631,122572190.00,112777,37.87,19.50,-13.90
9-April-2021,415.95,424.10,413.15,420.30,419.329952463525472375,133792,2076,56102993.00,41084,30.71,10.95,4.35
8-April-2021,414.10,416.50,411.15,413.20,414.133744336928773951,99107,2068,41043553.00,49840,50.29,5.35,-0.90
7-April-2021,417.80,418.45,412.70,414.20,415.189737567929217073,146476,2819,60815332.00,55285,37.74,5.75,-3.60
6-April-2021,405.10,415.45,405.10,414.25,411.550391022550752584,74676,1236,30732937.00,22583,30.24,10.35,9.15
5-April-2021,405.00,410.55,401.70,406.40,405.539961288929132157,120379,2428,48818495.00,61265,50.89,8.85,1.40
1-April-2021,410.00,413.15,408.90,410.75,410.881854238968765493,60510,955,24862461.00,14743,24.36,4.25,0.75
31-March-2021,412.50,413.00,405.65,408.80,409.722213987709787703,411547,5764,168619948.00,154480,37.54,7.35,-3.70
30-March-2021,400.00,409.75,399.40,408.70,404.561573017449470201,152039,2468,61509137.00,52677,34.65,10.35,8.70
26-March-2021,396.25,398.90,390.65,395.25,394.941740936990343166,147771,3087,58360936.00,45567,30.84,8.25,-1.00
25-March-2021,391.70,405.55,391.70,399.75,400.246319469283004681,766058,8511,306611895.00,582762,76.07,13.85,8.05
24-March-2021,398.00,403.35,398.00,402.45,401.651923210275613021,187473,3719,75298891.00,101352,54.06,5.35,4.45
23-March-2021,403.60,405.60,398.40,401.05,402.476309337103222813,181084,2689,72882020.00,79154,43.71,7.20,-2.55
22-March-2021,397.00,403.10,394.95,401.80,400.788017062591445948,500979,7764,200786380.00,293431,58.57,8.15,4.80
19-March-2021,385.50,398.00,385.50,395.85,393.367067634537227600,403773,4513,158831001.00,135404,33.53,12.50,10.35
18-March-2021,388.55,393.00,383.55,389.50,389.285806950233238565,72458,1189,28206871.00,18545,25.59,9.45,0.95
17-March-2021,393.10,393.50,386.20,387.95,390.024018425938051256,129817,2389,50631748.00,37977,29.25,7.30,-5.15
16-March-2021,395.65,395.75,389.25,392.65,392.217664035922738805,263677,2001,103418777.00,200506,76.04,6.50,-3.00
15-March-2021,400.00,401.00,386.85,395.65,391.041429352780309936,274250,5816,107243112.00,152509,55.61,14.15,-4.35
12-March-2021,402.50,404.60,397.90,400.35,401.099899455187410854,213835,3811,85769197.00,121093,56.63,6.70,-2.15
10-March-2021,392.10,404.00,388.70,402.10,397.482977156821559407,442758,6624,175988768.00,141327,31.92,15.30,10.00
9-March-2021,397.40,397.80,385.75,389.45,390.206686964493893674,176702,4016,68950302.00,43778,24.78,12.05,-7.95
